published	item_number	title	condition	condition_comment	dating_certainty	era_from	date_from	era_to	date_to	origin_certainty	origin_city	origin_country	origin_continent	origin_provinience	artist	dim_height	dim_width	dim_depth	dim_weight	materials	keywords	ref_literature	address	area	room	location	position	loan_status	description	media	category	insurance_value
True	GA_LH_000001	Orbis sensualium pictus. Den gandske Verden fuld af de Ting som kand sees og sandses afmaled	1	
